Student_ID,School_ID,State,District,Area,Gender,Caste,Age,Standard,Annual_Family_Income_INR,Attendance_Percent,Distance_From_School_KM,Dropout_Status,Dropout_Reason
STU03620,SCH1070,Maharashtra,Nagpur,Rural,Female,OBC,13,8,300000,54,2.6,Yes,Migration
STU03621,SCH1205,Maharashtra,Aurangabad,Rural,Male,OBC,12,7,200000,100,5.5,No,None
STU03622,SCH1095,Uttar Pradesh,Lucknow,Semi-Urban,Female,ST,17,12,150000,95,3.7,No,None
STU03623,SCH1067,Madhya Pradesh,Bhopal,Urban,Male,OBC,18,12,150000,100,5.8,No,None
STU03624,SCH1017,Rajasthan,Jaipur,Urban,Male,OBC,13,8,500000,83,2.9,No,None
STU03625,SCH1187,Maharashtra,Nashik,Rural,Male,ST,14,8,300000,63,6.0,No,None
STU03626,SCH1042,Rajasthan,Kota,Urban,Female,OBC,15,10,200000,91,3.0,No,None
STU03627,SCH1028,Uttar Pradesh,Kanpur,Urban,Female,ST,10,4,300000,72,0.2,No,None
STU03628,SCH1114,Gujarat,Ahmedabad,Rural,Male,OBC,18,12,75000,100,1.9,Yes,Poor Academic Performance
STU03629,SCH1081,Gujarat,Rajkot,Rural,Male,SC,11,6,100000,73,5.7,Yes,Poverty
STU03630,SCH1171,Uttar Pradesh,Agra,Rural,Male,General,16,11,200000,67,2.4,Yes,Family Issues
STU03631,SCH1001,Gujarat,Surat,Rural,Male,ST,9,5,200000,93,5.4,No,None
STU03632,SCH1214,Uttar Pradesh,Lucknow,Urban,Female,OBC,18,12,150000,75,3.2,No,None
STU03633,SCH1011,Uttar Pradesh,Kanpur,Semi-Urban,Male,SC,13,9,75000,92,2.7,Yes,Poor Academic Performance
STU03634,SCH1025,Uttar Pradesh,Kanpur,Urban,Male,SC,17,12,75000,83,9.0,Yes,Poverty
STU03635,SCH1190,Uttar Pradesh,Lucknow,Semi-Urban,Female,General,7,2,100000,89,2.9,No,None
STU03636,SCH1006,Maharashtra,Nagpur,Urban,Male,OBC,16,11,100000,68,5.7,No,None
STU03637,SCH1240,Maharashtra,Pune,Semi-Urban,Female,SC,9,3,300000,72,4.3,Yes,Migration
STU03638,SCH1154,Gujarat,Rajkot,Urban,Male,ST,14,10,150000,87,3.2,No,None
STU03639,SCH1156,Uttar Pradesh,Aligarh,Urban,Female,General,6,2,300000,87,3.8,No,None
STU03640,SCH1214,Maharashtra,Pune,Semi-Urban,Female,OBC,8,2,200000,73,2.0,No,None
STU03641,SCH1241,Madhya Pradesh,Jabalpur,Rural,Male,SC,12,6,100000,45,0.2,Yes,Poor Academic Performance
STU03642,SCH1020,Madhya Pradesh,Gwalior,Semi-Urban,Male,OBC,6,1,150000,65,0.5,No,None
STU03643,SCH1165,Maharashtra,Nashik,Rural,Male,OBC,16,10,75000,65,2.0,Yes,Poverty
STU03644,SCH1107,Maharashtra,Nashik,Urban,Female,SC,16,10,100000,73,5.5,No,None
STU03645,SCH1176,Uttar Pradesh,Lucknow,Urban,Male,SC,7,1,300000,77,5.2,No,None
STU03646,SCH1143,Maharashtra,Nagpur,Urban,Male,OBC,11,6,150000,95,2.3,No,None
STU03647,SCH1121,Gujarat,Ahmedabad,Urban,Female,ST,16,11,100000,56,9.0,Yes,Child Labour
STU03648,SCH1011,Uttar Pradesh,Lucknow,Rural,Male,OBC,6,1,50000,83,0.2,No,None
STU03649,SCH1055,Rajasthan,Kota,Rural,Female,ST,13,7,300000,61,5.1,No,None
STU03650,SCH1207,Maharashtra,Nashik,Urban,Female,OBC,15,9,200000,69,2.9,No,None
STU03651,SCH1250,Madhya Pradesh,Bhopal,Rural,Female,General,13,8,300000,84,3.2,No,None
STU03652,SCH1154,Uttar Pradesh,Lucknow,Rural,Female,General,18,12,75000,70,3.6,Yes,Lack of Interest
STU03653,SCH1102,Gujarat,Vadodara,Rural,Female,ST,9,4,150000,74,1.2,No,None
STU03654,SCH1203,Rajasthan,Udaipur,Rural,Male,SC,12,8,100000,52,1.4,Yes,Migration
STU03655,SCH1040,Rajasthan,Jodhpur,Semi-Urban,Male,ST,7,3,150000,79,5.5,No,None
STU03656,SCH1247,Rajasthan,Jodhpur,Urban,Male,OBC,11,5,100000,79,4.3,No,None
STU03657,SCH1002,Madhya Pradesh,Jabalpur,Semi-Urban,Male,General,9,3,75000,92,3.2,Yes,Lack of Transport
STU03658,SCH1025,Maharashtra,Nagpur,Rural,Female,General,7,2,75000,72,2.3,Yes,Migration
STU03659,SCH1019,Rajasthan,Udaipur,Urban,Male,General,7,1,50000,57,3.9,Yes,Migration
STU03660,SCH1057,Madhya Pradesh,Jabalpur,Urban,Female,General,14,9,75000,97,3.7,Yes,Poverty
STU03661,SCH1107,Madhya Pradesh,Jabalpur,Urban,Male,General,17,11,100000,69,2.0,No,None
STU03662,SCH1242,Uttar Pradesh,Lucknow,Urban,Female,General,13,7,200000,73,3.5,No,None
STU03663,SCH1209,Madhya Pradesh,Indore,Urban,Female,SC,8,3,100000,95,4.5,No,None
STU03664,SCH1205,Rajasthan,Kota,Urban,Male,SC,16,11,50000,72,2.1,Yes,Poverty
STU03665,SCH1032,Gujarat,Surat,Rural,Male,OBC,10,4,75000,71,3.3,Yes,Migration
STU03666,SCH1034,Maharashtra,Nashik,Urban,Female,OBC,8,3,200000,88,0.2,No,None
STU03667,SCH1092,Madhya Pradesh,Gwalior,Urban,Female,OBC,11,7,100000,92,1.6,No,None
STU03668,SCH1163,Gujarat,Surat,Rural,Male,SC,12,8,75000,66,1.6,Yes,Child Labour
STU03669,SCH1143,Madhya Pradesh,Jabalpur,Rural,Male,OBC,7,2,100000,69,1.2,No,None
STU03670,SCH1166,Madhya Pradesh,Jabalpur,Rural,Female,ST,8,2,50000,97,4.7,Yes,Child Labour
STU03671,SCH1037,Gujarat,Surat,Rural,Female,OBC,13,8,150000,73,1.9,No,None
STU03672,SCH1016,Maharashtra,Pune,Rural,Male,SC,10,4,50000,64,0.2,Yes,Poverty
STU03673,SCH1090,Madhya Pradesh,Indore,Rural,Female,General,16,11,200000,88,0.9,No,None
STU03674,SCH1183,Madhya Pradesh,Bhopal,Rural,Male,ST,12,8,100000,73,2.7,No,None
STU03675,SCH1162,Uttar Pradesh,Agra,Rural,Female,ST,8,2,100000,100,2.0,No,None
STU03676,SCH1094,Rajasthan,Jaipur,Urban,Female,ST,18,12,500000,87,0.2,No,None
STU03677,SCH1204,Uttar Pradesh,Aligarh,Rural,Female,OBC,12,7,500000,75,0.2,No,None
STU03678,SCH1122,Gujarat,Rajkot,Rural,Female,General,7,3,200000,93,0.2,No,None
STU03679,SCH1174,Rajasthan,Jodhpur,Urban,Male,OBC,9,5,100000,70,1.2,No,None
STU03680,SCH1210,Gujarat,Rajkot,Rural,Male,General,18,12,300000,89,3.3,No,None
STU03681,SCH1120,Gujarat,Rajkot,Urban,Male,SC,14,9,75000,85,6.1,Yes,Health Issues
STU03682,SCH1186,Uttar Pradesh,Lucknow,Rural,Male,OBC,16,12,300000,60,3.4,Yes,Migration
STU03683,SCH1181,Madhya Pradesh,Indore,Rural,Female,General,11,6,100000,57,4.3,No,None
STU03684,SCH1161,Uttar Pradesh,Aligarh,Rural,Male,OBC,12,6,200000,75,4.0,No,None
STU03685,SCH1013,Gujarat,Surat,Urban,Female,OBC,6,2,75000,64,7.8,Yes,Lack of Transport
STU03686,SCH1216,Madhya Pradesh,Jabalpur,Semi-Urban,Female,OBC,6,1,100000,83,3.9,No,None
STU03687,SCH1098,Uttar Pradesh,Agra,Semi-Urban,Female,SC,18,12,150000,73,3.5,No,None
STU03688,SCH1099,Gujarat,Vadodara,Urban,Female,OBC,17,12,300000,34,7.2,Yes,Poverty
STU03689,SCH1212,Madhya Pradesh,Indore,Rural,Female,OBC,13,8,200000,38,3.3,Yes,Lack of Interest
STU03690,SCH1008,Madhya Pradesh,Jabalpur,Rural,Male,ST,7,2,75000,72,5.7,Yes,Health Issues
STU03691,SCH1067,Gujarat,Surat,Urban,Female,ST,7,3,75000,55,0.4,Yes,Poverty
STU03692,SCH1202,Gujarat,Ahmedabad,Urban,Male,General,15,10,50000,94,2.8,Yes,Poverty
STU03693,SCH1009,Rajasthan,Jodhpur,Urban,Female,OBC,14,9,100000,100,0.2,No,None
STU03694,SCH1016,Rajasthan,Udaipur,Rural,Female,OBC,7,2,150000,83,1.3,No,None
STU03695,SCH1023,Uttar Pradesh,Kanpur,Urban,Female,OBC,9,5,75000,77,3.5,No,None
STU03696,SCH1040,Maharashtra,Nashik,Rural,Female,OBC,14,10,200000,62,3.8,Yes,Poverty
STU03697,SCH1135,Rajasthan,Jaipur,Rural,Female,General,16,10,500000,79,0.2,No,None
STU03698,SCH1179,Rajasthan,Jaipur,Rural,Male,ST,11,6,100000,84,4.0,No,None
STU03699,SCH1175,Rajasthan,Kota,Urban,Male,SC,9,3,200000,68,1.7,No,None
STU03700,SCH1161,Rajasthan,Jaipur,Urban,Male,SC,15,9,100000,100,3.8,No,None
STU03701,SCH1210,Uttar Pradesh,Lucknow,Urban,Female,OBC,6,1,50000,75,3.2,No,None
STU03702,SCH1171,Rajasthan,Jaipur,Urban,Female,General,9,4,150000,77,1.9,No,None
STU03703,SCH1113,Maharashtra,Pune,Rural,Male,General,16,11,500000,63,0.2,Yes,Family Issues
STU03704,SCH1199,Madhya Pradesh,Bhopal,Urban,Male,SC,10,6,150000,73,4.0,No,None
STU03705,SCH1247,Rajasthan,Jodhpur,Rural,Female,General,12,8,75000,88,0.7,Yes,Poverty
STU03706,SCH1043,Maharashtra,Pune,Semi-Urban,Male,OBC,17,12,100000,100,3.5,No,None
STU03707,SCH1121,Gujarat,Vadodara,Rural,Female,ST,15,10,75000,73,0.2,Yes,Child Labour
STU03708,SCH1250,Rajasthan,Jaipur,Rural,Female,General,6,1,150000,71,2.3,Yes,Family Issues
STU03709,SCH1059,Maharashtra,Pune,Rural,Female,General,12,7,75000,73,2.6,Yes,Poor Academic Performance
STU03710,SCH1156,Rajasthan,Kota,Rural,Male,OBC,14,10,75000,94,4.2,Yes,Poor Academic Performance
STU03711,SCH1143,Gujarat,Vadodara,Rural,Female,ST,18,12,200000,72,0.2,Yes,Poverty
STU03712,SCH1087,Madhya Pradesh,Bhopal,Semi-Urban,Female,OBC,15,11,300000,83,6.7,No,None
STU03713,SCH1185,Gujarat,Surat,Rural,Female,OBC,12,7,200000,95,3.5,No,None
STU03714,SCH1021,Gujarat,Ahmedabad,Semi-Urban,Female,OBC,7,2,100000,25,3.9,No,None
STU03715,SCH1065,Gujarat,Surat,Rural,Female,General,14,8,50000,93,2.0,Yes,Lack of Interest
STU03716,SCH1053,Madhya Pradesh,Indore,Rural,Male,General,15,10,300000,89,5.2,No,None
STU03717,SCH1092,Maharashtra,Pune,Rural,Female,General,16,11,300000,73,2.2,Yes,Poverty
STU03718,SCH1228,Madhya Pradesh,Jabalpur,Rural,Male,General,16,11,100000,59,6.0,Yes,Poor Academic Performance
STU03719,SCH1130,Gujarat,Rajkot,Urban,Female,OBC,15,10,200000,83,3.6,No,None
STU03720,SCH1192,Madhya Pradesh,Jabalpur,Urban,Male,SC,10,6,50000,77,7.7,Yes,Poverty
STU03721,SCH1250,Uttar Pradesh,Lucknow,Rural,Male,OBC,17,12,200000,78,4.1,No,None
STU03722,SCH1174,Madhya Pradesh,Jabalpur,Urban,Male,General,10,4,50000,73,0.2,Yes,Migration
STU03723,SCH1069,Maharashtra,Pune,Rural,Female,General,11,7,50000,77,7.4,Yes,Poverty
STU03724,SCH1065,Maharashtra,Nashik,Semi-Urban,Female,OBC,11,6,300000,79,3.0,No,None
STU03725,SCH1101,Rajasthan,Jaipur,Rural,Female,ST,9,4,100000,57,5.5,Yes,Family Issues
STU03726,SCH1056,Madhya Pradesh,Bhopal,Rural,Female,General,17,12,150000,75,6.5,Yes,Poverty
STU03727,SCH1131,Gujarat,Surat,Urban,Male,OBC,15,10,150000,84,1.0,No,None
STU03728,SCH1073,Rajasthan,Udaipur,Rural,Male,OBC,12,7,200000,92,3.3,No,None
STU03729,SCH1122,Uttar Pradesh,Kanpur,Rural,Male,OBC,9,4,150000,58,4.8,Yes,Poverty
STU03730,SCH1191,Gujarat,Surat,Rural,Male,SC,15,9,75000,100,8.7,Yes,Family Issues
STU03731,SCH1073,Madhya Pradesh,Gwalior,Rural,Female,SC,9,3,300000,88,3.6,No,None
STU03732,SCH1009,Madhya Pradesh,Indore,Urban,Female,OBC,11,7,300000,63,1.8,No,None
STU03733,SCH1130,Uttar Pradesh,Kanpur,Urban,Female,OBC,14,8,150000,59,6.9,No,None
STU03734,SCH1153,Rajasthan,Jaipur,Urban,Male,OBC,12,6,300000,66,0.7,No,None
STU03735,SCH1009,Maharashtra,Pune,Urban,Female,OBC,12,7,200000,63,2.9,No,None
STU03736,SCH1211,Rajasthan,Udaipur,Rural,Male,General,7,2,150000,63,0.2,No,None
STU03737,SCH1076,Maharashtra,Pune,Rural,Female,OBC,14,9,500000,92,5.8,Yes,Family Issues
STU03738,SCH1110,Rajasthan,Jaipur,Urban,Female,OBC,6,2,150000,96,2.8,No,None
STU03739,SCH1148,Maharashtra,Nashik,Semi-Urban,Male,SC,10,5,150000,64,0.2,No,None
STU03740,SCH1060,Maharashtra,Nagpur,Urban,Female,OBC,9,5,200000,69,0.5,No,None
STU03741,SCH1198,Gujarat,Surat,Rural,Female,OBC,15,9,150000,80,6.0,No,None
STU03742,SCH1010,Madhya Pradesh,Bhopal,Urban,Male,SC,9,3,500000,80,4.9,No,None
STU03743,SCH1137,Madhya Pradesh,Jabalpur,Urban,Female,OBC,10,5,75000,72,4.2,No,None
STU03744,SCH1103,Gujarat,Rajkot,Rural,Female,OBC,6,1,150000,83,3.0,No,None
STU03745,SCH1121,Rajasthan,Jaipur,Urban,Female,SC,6,1,300000,75,4.7,No,None
STU03746,SCH1140,Madhya Pradesh,Bhopal,Semi-Urban,Male,General,8,4,300000,82,3.4,No,None
STU03747,SCH1246,Rajasthan,Jodhpur,Semi-Urban,Male,OBC,13,9,200000,83,4.6,No,None
STU03748,SCH1215,Gujarat,Surat,Urban,Male,SC,11,6,100000,69,6.1,No,None
STU03749,SCH1027,Uttar Pradesh,Aligarh,Urban,Female,OBC,7,2,200000,79,0.2,No,None
STU03750,SCH1114,Gujarat,Ahmedabad,Rural,Female,OBC,10,6,75000,63,1.3,Yes,Poverty
STU03751,SCH1128,Gujarat,Surat,Urban,Male,General,12,6,300000,82,0.8,No,None
STU03752,SCH1157,Madhya Pradesh,Indore,Rural,Male,OBC,15,10,300000,85,5.2,No,None
STU03753,SCH1124,Madhya Pradesh,Indore,Rural,Female,OBC,17,11,300000,77,5.0,No,None
STU03754,SCH1004,Gujarat,Surat,Urban,Male,General,14,9,300000,96,6.0,No,None
STU03755,SCH1050,Uttar Pradesh,Agra,Rural,Female,OBC,14,10,75000,90,4.3,Yes,Child Labour
STU03756,SCH1248,Uttar Pradesh,Aligarh,Rural,Female,ST,6,1,75000,83,2.1,Yes,Poor Academic Performance
STU03757,SCH1224,Rajasthan,Jodhpur,Rural,Female,OBC,17,12,100000,96,2.2,Yes,Poor Academic Performance
STU03758,SCH1118,Gujarat,Vadodara,Semi-Urban,Male,SC,14,9,100000,90,1.7,No,None
STU03759,SCH1099,Madhya Pradesh,Jabalpur,Urban,Female,SC,9,5,75000,89,2.8,No,None
STU03760,SCH1181,Rajasthan,Jaipur,Urban,Male,SC,8,2,200000,54,7.0,No,None
STU03761,SCH1106,Uttar Pradesh,Lucknow,Urban,Female,OBC,8,3,200000,77,0.2,No,None
STU03762,SCH1230,Madhya Pradesh,Bhopal,Rural,Male,SC,12,8,50000,67,5.1,Yes,Poor Academic Performance
STU03763,SCH1241,Gujarat,Surat,Urban,Other,SC,7,1,50000,69,5.9,Yes,Migration
STU03764,SCH1171,Madhya Pradesh,Bhopal,Rural,Male,OBC,7,3,75000,48,4.4,Yes,Poor Academic Performance
STU03765,SCH1044,Maharashtra,Pune,Rural,Male,SC,11,6,300000,91,3.9,No,None
STU03766,SCH1125,Madhya Pradesh,Indore,Rural,Male,OBC,11,6,50000,84,5.4,Yes,Poverty
STU03767,SCH1102,Rajasthan,Jodhpur,Semi-Urban,Female,SC,13,7,100000,100,4.8,No,None
STU03768,SCH1009,Madhya Pradesh,Indore,Urban,Female,SC,11,6,200000,44,3.7,Yes,Poverty
STU03769,SCH1101,Rajasthan,Jaipur,Rural,Female,OBC,12,8,200000,82,4.6,No,None
STU03770,SCH1052,Uttar Pradesh,Kanpur,Urban,Male,ST,9,4,200000,71,0.6,No,None
STU03771,SCH1053,Uttar Pradesh,Agra,Urban,Female,OBC,11,7,50000,67,5.2,No,None
STU03772,SCH1238,Maharashtra,Nashik,Urban,Other,OBC,8,3,75000,78,3.6,No,None
STU03773,SCH1101,Madhya Pradesh,Gwalior,Urban,Female,OBC,14,8,100000,97,3.3,No,None
STU03774,SCH1227,Uttar Pradesh,Kanpur,Urban,Male,OBC,18,12,50000,100,2.6,Yes,Family Issues
STU03775,SCH1140,Maharashtra,Pune,Urban,Male,ST,17,12,100000,91,6.1,No,None
STU03776,SCH1086,Maharashtra,Nagpur,Urban,Female,SC,16,12,50000,62,3.4,Yes,Family Issues
STU03777,SCH1013,Maharashtra,Aurangabad,Urban,Male,OBC,16,11,500000,76,9.1,No,None
STU03778,SCH1134,Rajasthan,Udaipur,Rural,Male,General,16,10,200000,78,6.2,No,None
STU03779,SCH1136,Maharashtra,Nashik,Rural,Female,OBC,18,12,150000,100,0.2,No,None
STU03780,SCH1177,Uttar Pradesh,Agra,Semi-Urban,Female,OBC,12,8,300000,75,7.0,No,None
STU03781,SCH1102,Madhya Pradesh,Bhopal,Rural,Male,SC,16,11,500000,99,5.7,No,None
STU03782,SCH1023,Maharashtra,Nashik,Urban,Female,OBC,17,12,200000,82,5.6,No,None
STU03783,SCH1245,Rajasthan,Kota,Semi-Urban,Male,General,16,11,50000,92,7.1,Yes,Poverty
STU03784,SCH1141,Uttar Pradesh,Agra,Urban,Male,SC,6,1,100000,90,6.0,No,None
STU03785,SCH1135,Maharashtra,Aurangabad,Urban,Other,OBC,8,2,100000,63,8.2,No,None
STU03786,SCH1207,Madhya Pradesh,Gwalior,Rural,Male,General,10,5,200000,94,5.0,No,None
STU03787,SCH1204,Gujarat,Rajkot,Urban,Female,OBC,6,1,150000,71,2.7,No,None
STU03788,SCH1032,Madhya Pradesh,Indore,Urban,Female,General,7,2,150000,69,0.2,No,None
STU03789,SCH1124,Uttar Pradesh,Aligarh,Rural,Female,OBC,13,8,100000,86,6.4,Yes,Child Labour
STU03790,SCH1016,Gujarat,Ahmedabad,Rural,Female,OBC,17,12,150000,100,9.4,Yes,Lack of Interest
STU03791,SCH1078,Rajasthan,Jaipur,Rural,Male,SC,12,7,500000,76,2.9,Yes,Lack of Interest
STU03792,SCH1034,Madhya Pradesh,Bhopal,Rural,Male,OBC,11,6,150000,87,1.3,No,None
STU03793,SCH1004,Uttar Pradesh,Kanpur,Urban,Male,OBC,17,12,200000,88,4.3,No,None
STU03794,SCH1052,Rajasthan,Kota,Urban,Female,OBC,15,10,100000,75,7.9,No,None
STU03795,SCH1236,Uttar Pradesh,Kanpur,Urban,Female,SC,8,4,200000,74,0.2,No,None
STU03796,SCH1195,Uttar Pradesh,Kanpur,Urban,Female,SC,9,4,200000,87,2.7,No,None
STU03797,SCH1004,Rajasthan,Udaipur,Rural,Female,SC,15,10,150000,91,5.5,Yes,Poverty
STU03798,SCH1137,Uttar Pradesh,Aligarh,Rural,Male,ST,12,6,200000,45,4.8,Yes,Lack of Transport
STU03799,SCH1044,Uttar Pradesh,Lucknow,Rural,Female,SC,16,12,200000,79,3.4,No,None
STU03800,SCH1035,Maharashtra,Nagpur,Rural,Female,OBC,16,11,150000,61,1.4,Yes,Family Issues
STU03801,SCH1157,Uttar Pradesh,Kanpur,Rural,Female,SC,17,11,75000,56,1.9,Yes,Child Labour
STU03802,SCH1216,Uttar Pradesh,Agra,Rural,Female,General,9,5,300000,89,1.6,No,None
STU03803,SCH1143,Gujarat,Ahmedabad,Rural,Male,OBC,10,5,300000,68,6.0,Yes,Family Issues
STU03804,SCH1248,Rajasthan,Jodhpur,Rural,Male,General,13,8,75000,100,4.1,Yes,Migration
STU03805,SCH1008,Madhya Pradesh,Bhopal,Rural,Female,OBC,17,12,300000,36,0.2,Yes,Poverty
STU03806,SCH1118,Rajasthan,Jodhpur,Urban,Female,SC,13,8,50000,62,5.8,Yes,Lack of Transport
STU03807,SCH1021,Madhya Pradesh,Gwalior,Rural,Female,SC,10,4,100000,86,9.0,No,None
STU03808,SCH1089,Gujarat,Vadodara,Urban,Male,ST,9,4,100000,83,5.4,No,None
STU03809,SCH1147,Gujarat,Vadodara,Urban,Female,General,17,11,100000,60,5.9,No,None
STU03810,SCH1019,Rajasthan,Udaipur,Rural,Female,SC,7,3,500000,68,1.2,No,None
STU03811,SCH1249,Uttar Pradesh,Aligarh,Rural,Male,OBC,17,11,75000,66,2.8,Yes,Child Labour
STU03812,SCH1011,Uttar Pradesh,Agra,Rural,Male,General,16,11,200000,87,3.3,Yes,Poverty
STU03813,SCH1086,Gujarat,Ahmedabad,Rural,Male,SC,17,11,300000,97,6.1,Yes,Poverty
STU03814,SCH1190,Maharashtra,Aurangabad,Rural,Male,ST,7,2,200000,65,6.9,Yes,Poverty
STU03815,SCH1184,Gujarat,Ahmedabad,Urban,Male,ST,13,7,50000,65,0.2,Yes,Poverty
STU03816,SCH1183,Uttar Pradesh,Lucknow,Rural,Male,OBC,10,4,150000,39,1.9,Yes,Migration
STU03817,SCH1074,Madhya Pradesh,Bhopal,Rural,Female,SC,13,9,150000,71,0.9,Yes,Poverty
STU03818,SCH1061,Maharashtra,Pune,Urban,Male,OBC,12,8,200000,39,0.5,No,None
STU03819,SCH1116,Rajasthan,Jodhpur,Rural,Male,OBC,10,4,200000,84,1.5,No,None
STU03820,SCH1169,Madhya Pradesh,Indore,Semi-Urban,Male,OBC,10,5,300000,96,4.3,No,None
STU03821,SCH1157,Gujarat,Vadodara,Urban,Female,OBC,9,4,50000,72,1.8,Yes,Health Issues
STU03822,SCH1057,Maharashtra,Nagpur,Rural,Female,OBC,11,7,100000,64,3.9,No,None
STU03823,SCH1249,Maharashtra,Nagpur,Urban,Male,SC,13,8,100000,89,2.9,No,None
STU03824,SCH1053,Rajasthan,Jaipur,Rural,Male,General,16,11,75000,54,4.8,Yes,Migration
STU03825,SCH1227,Maharashtra,Nagpur,Rural,Female,SC,8,3,200000,62,3.1,No,None
STU03826,SCH1032,Madhya Pradesh,Gwalior,Semi-Urban,Female,SC,12,7,150000,82,4.8,No,None
STU03827,SCH1142,Madhya Pradesh,Gwalior,Urban,Female,OBC,13,9,100000,81,0.2,No,None
STU03828,SCH1066,Maharashtra,Nagpur,Urban,Female,OBC,17,12,100000,90,4.2,No,None
STU03829,SCH1048,Maharashtra,Pune,Urban,Male,General,10,5,200000,83,0.2,No,None
STU03830,SCH1169,Madhya Pradesh,Indore,Semi-Urban,Male,OBC,16,10,300000,100,3.1,No,None
STU03831,SCH1031,Maharashtra,Nashik,Rural,Male,SC,8,2,75000,90,0.6,Yes,Poor Academic Performance
STU03832,SCH1044,Gujarat,Surat,Semi-Urban,Female,OBC,9,4,200000,77,1.4,No,None
STU03833,SCH1185,Uttar Pradesh,Kanpur,Urban,Male,General,13,7,75000,92,0.7,No,None
STU03834,SCH1234,Madhya Pradesh,Jabalpur,Rural,Male,OBC,14,8,150000,67,3.1,No,None
STU03835,SCH1040,Rajasthan,Jaipur,Rural,Male,General,8,4,100000,69,5.8,No,None
STU03836,SCH1195,Uttar Pradesh,Aligarh,Urban,Male,General,16,11,300000,94,1.9,No,None
STU03837,SCH1209,Madhya Pradesh,Gwalior,Rural,Male,OBC,17,12,200000,67,4.4,No,None
STU03838,SCH1155,Rajasthan,Udaipur,Rural,Female,General,12,7,300000,93,0.2,No,None
STU03839,SCH1218,Madhya Pradesh,Bhopal,Semi-Urban,Male,ST,6,1,100000,66,1.7,No,None
STU03840,SCH1039,Gujarat,Vadodara,Rural,Female,SC,12,8,100000,77,3.7,No,None
STU03841,SCH1064,Uttar Pradesh,Aligarh,Urban,Female,SC,7,1,150000,70,2.4,No,None
STU03842,SCH1124,Gujarat,Vadodara,Urban,Female,SC,10,5,300000,100,0.2,No,None
STU03843,SCH1007,Maharashtra,Nagpur,Urban,Male,General,15,10,100000,77,0.2,No,None
STU03844,SCH1226,Maharashtra,Pune,Semi-Urban,Female,OBC,16,10,100000,76,7.3,No,None
STU03845,SCH1104,Madhya Pradesh,Bhopal,Semi-Urban,Male,General,10,6,50000,78,3.7,No,None
STU03846,SCH1175,Uttar Pradesh,Agra,Urban,Male,OBC,12,8,75000,85,3.6,Yes,Lack of Transport
STU03847,SCH1025,Gujarat,Ahmedabad,Urban,Female,OBC,10,4,300000,84,7.1,No,None
STU03848,SCH1216,Uttar Pradesh,Agra,Urban,Female,General,16,12,150000,60,1.9,No,None
STU03849,SCH1228,Madhya Pradesh,Bhopal,Urban,Male,OBC,9,4,100000,88,7.0,No,None
STU03850,SCH1245,Madhya Pradesh,Jabalpur,Rural,Male,SC,17,11,150000,68,0.9,Yes,Lack of Interest
STU03851,SCH1100,Maharashtra,Pune,Rural,Male,SC,18,12,500000,80,5.7,No,None
STU03852,SCH1070,Madhya Pradesh,Bhopal,Rural,Female,SC,10,5,300000,74,3.0,No,None
STU03853,SCH1149,Rajasthan,Udaipur,Rural,Female,ST,10,5,100000,68,1.5,No,None
STU03854,SCH1035,Maharashtra,Pune,Rural,Female,OBC,13,7,150000,60,4.4,No,None
STU03855,SCH1051,Gujarat,Vadodara,Urban,Male,OBC,12,8,100000,92,7.1,No,None
STU03856,SCH1035,Uttar Pradesh,Lucknow,Rural,Male,SC,9,5,200000,74,2.9,Yes,Lack of Transport
STU03857,SCH1071,Madhya Pradesh,Bhopal,Urban,Female,ST,15,10,200000,95,1.2,No,None
STU03858,SCH1137,Maharashtra,Nagpur,Rural,Male,SC,8,2,100000,87,5.8,No,None
STU03859,SCH1015,Gujarat,Ahmedabad,Urban,Male,OBC,7,1,150000,81,0.3,No,None
STU03860,SCH1017,Uttar Pradesh,Agra,Rural,Female,SC,9,5,300000,91,5.5,No,None
STU03861,SCH1120,Rajasthan,Jodhpur,Semi-Urban,Female,General,12,8,100000,54,2.2,Yes,Lack of Interest
STU03862,SCH1030,Madhya Pradesh,Bhopal,Urban,Female,General,15,9,150000,80,2.2,No,None
STU03863,SCH1159,Uttar Pradesh,Lucknow,Semi-Urban,Male,ST,6,1,50000,77,4.5,Yes,Lack of Interest
STU03864,SCH1019,Madhya Pradesh,Indore,Urban,Male,General,9,4,100000,79,3.9,No,None
STU03865,SCH1183,Gujarat,Surat,Semi-Urban,Male,OBC,11,6,200000,87,2.2,No,None
STU03866,SCH1003,Rajasthan,Jodhpur,Rural,Male,General,10,5,200000,85,1.7,No,None
STU03867,SCH1225,Madhya Pradesh,Bhopal,Urban,Male,OBC,7,1,150000,73,3.6,No,None
STU03868,SCH1243,Gujarat,Rajkot,Urban,Male,SC,12,8,50000,68,4.0,Yes,Family Issues
STU03869,SCH1143,Gujarat,Ahmedabad,Semi-Urban,Female,General,6,2,300000,77,2.8,No,None
STU03870,SCH1221,Gujarat,Rajkot,Rural,Male,OBC,9,4,75000,80,2.6,Yes,Poverty
STU03871,SCH1032,Maharashtra,Nagpur,Rural,Male,SC,6,1,75000,82,4.9,Yes,Family Issues
STU03872,SCH1033,Gujarat,Vadodara,Urban,Female,OBC,18,12,150000,78,4.0,No,None
STU03873,SCH1185,Madhya Pradesh,Gwalior,Rural,Female,OBC,14,8,75000,95,1.6,No,None
